id,loan_status_2,loan_status,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status
3713,Paid,0,11500.0,36,12.12,382.63,B3,4,MORTGAGE,"(32500.0, 40000.0]",Not Verified,2013-01-02 00:00:00,debt_consolidation,KS,6.12,705,709,3,0,9251,84.9,3,0,38,-2
3714,Paid,0,26000.0,36,6.24,793.81,A2,2,RENT,"(107000.0, 133553.0]",Not Verified,2015-01-09 00:00:00,debt_consolidation,CA,11.47,720,724,6,0,26793,88.7,0,0,47,-1
3715,Paid,0,6000.0,36,12.79,201.56,C1,10,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2016-01-07 00:00:00,other,NY,15.91,680,684,14,1,6041,22.0,4,1,27,-1
3716,Paid,0,20000.0,36,14.99,693.21,C5,10,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2014-01-09 00:00:00,debt_consolidation,TN,38.36,695,699,12,0,39618,81.9,6,0,24,0
3717,Written off,1,35000.0,60,16.29,856.54,D2,10,MORTGAGE,"(107000.0, 133553.0]",Verified,2014-01-10 00:00:00,debt_consolidation,NY,29.86,665,669,18,0,19606,70.0,1,0,35,0
3718,Paid,0,12000.0,60,14.17,280.28,C5,10,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2011-01-02 00:00:00,debt_consolidation,MA,9.57,690,694,11,0,17913,76.2,,0,42,7
3719,Paid,0,3200.0,36,7.9,100.13,A4,2,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2012-01-02 00:00:00,debt_consolidation,WV,13.92,730,734,19,0,4732,9.8,,0,38,0
3720,Paid,0,18000.0,36,8.38,567.22,B1,10,RENT,"(65000.0, 72000.0]",Not Verified,2015-01-12 00:00:00,credit_card,NJ,18.52,660,664,8,0,12688,54.9,0,0,36,1
3721,Paid,0,8000.0,36,9.93,257.88,B2,1,RENT,"(40000.0, 46000.0]",Source Verified,2017-01-11 00:00:00,debt_consolidation,LA,6.14,665,669,2,2,2137,53.4,0,1,22,-2
3722,Paid,0,25000.0,60,11.99,555.99,B5,10,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2017-01-09 00:00:00,debt_consolidation,IL,10.7,735,739,15,0,4625,6.5,4,0,45,1
3723,Written off,1,12000.0,60,15.31,287.44,C4,10,RENT,"(46000.0, 52000.0]",Source Verified,2014-01-04 00:00:00,debt_consolidation,PA,9.65,660,664,6,1,5252,93.8,0,1,49,0
3724,Paid,0,7200.0,36,11.99,239.11,B5,10,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2017-01-09 00:00:00,debt_consolidation,RI,9.71,670,674,7,1,2397,85.6,1,1,27,-1
3725,Paid,0,6000.0,36,18.85,219.49,D3,0,MORTGAGE,"(6694.0, 32500.0]",Source Verified,2013-01-09 00:00:00,debt_consolidation,MI,16.99,,674,8,0,5856,49.6,0,0,44,1
3726,Paid,0,8000.0,36,6.49,245.16,A2,6,RENT,"(65000.0, 72000.0]",Not Verified,2016-01-04 00:00:00,debt_consolidation,CA,11.61,720,724,7,0,7002,36.9,1,0,32,-2
3727,Paid,0,20000.0,36,10.99,654.68,B4,0,RENT,"(107000.0, 133553.0]",Not Verified,2016-01-10 00:00:00,debt_consolidation,NY,10.93,,714,15,0,17086,74.0,3,0,23,0
3728,Paid,0,3600.0,36,16.99,128.34,D3,10,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2014-01-09 00:00:00,other,NY,17.58,675,679,11,0,16132,63.0,3,0,21,0
3729,Paid,0,16450.0,60,16.29,402.58,C4,10,MORTGAGE,"(40000.0, 46000.0]",Verified,2013-01-05 00:00:00,debt_consolidation,MN,23.57,695,699,11,0,32621,76.6,4,0,31,0
3730,Paid,0,27975.0,60,25.89,835.77,G3,2,RENT,"(80000.0, 91000.0]",Verified,2014-01-04 00:00:00,debt_consolidation,CA,11.35,675,679,15,0,25376,73.8,0,0,24,-2
3731,Paid,0,20000.0,60,16.29,489.45,D2,8,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2014-01-08 00:00:00,debt_consolidation,TN,14.18,695,699,10,0,8474,68.3,2,0,43,0
3732,Paid,0,4000.0,36,11.49,131.89,B5,4,RENT,"(6694.0, 32500.0]",Verified,2015-01-11 00:00:00,credit_card,UT,25.09,685,689,7,0,4705,46.6,0,0,26,1
3733,Paid,0,8825.0,36,14.49,303.73,C4,0,RENT,"(32500.0, 40000.0]",Source Verified,2014-01-07 00:00:00,debt_consolidation,FL,14.67,670,674,19,0,10465,31.0,0,0,21,0
3734,Paid,0,16000.0,36,14.49,550.66,C4,10,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2016-01-09 00:00:00,debt_consolidation,NY,29.54,685,689,20,0,12672,88.0,2,0,33,-2
3735,Paid,0,15000.0,36,10.99,491.01,B4,4,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2015-01-10 00:00:00,debt_consolidation,IL,7.12,700,704,12,0,10098,37.3,3,0,47,-1
3736,Written off,1,3425.0,36,15.61,119.76,D1,,RENT,"(6694.0, 32500.0]",Source Verified,2014-01-06 00:00:00,credit_card,KY,21.93,665,669,12,1,5460,40.0,0,1,62,2
3737,Paid,0,28000.0,36,6.89,863.16,A3,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2015-01-09 00:00:00,credit_card,CA,14.25,730,734,13,0,39205,42.8,5,0,24,0
3738,Written off,1,35000.0,60,19.2,911.78,D3,10,OWN,"(91000.0, 107000.0]",Verified,2013-01-11 00:00:00,debt_consolidation,FL,19.45,710,714,21,0,46299,66.2,3,0,30,1
3739,Paid,0,17000.0,60,21.97,469.24,E4,10,MORTGAGE,"(32500.0, 40000.0]",Verified,2016-01-02 00:00:00,debt_consolidation,TN,12.12,690,694,3,0,402,30.9,7,0,25,0
3740,Paid,0,28000.0,36,15.99,984.26,D2,10,RENT,"(91000.0, 107000.0]",Source Verified,2015-01-01 00:00:00,debt_consolidation,CT,18.92,715,719,9,1,1325,21.7,2,1,45,0
3741,Written off,1,6225.0,36,11.99,206.73,B5,,OWN,"(6694.0, 32500.0]",Verified,2017-01-09 00:00:00,credit_card,PA,35.16,,724,9,0,10678,29.9,0,0,38,0
3742,Paid,0,27000.0,36,6.99,833.56,A3,7,RENT,"(91000.0, 107000.0]",Source Verified,2014-01-11 00:00:00,debt_consolidation,NJ,12.25,670,674,12,0,24276,28.5,7,0,39,0
3743,Paid,0,14075.0,36,18.84,514.8,E2,6,MORTGAGE,"(91000.0, 107000.0]",Verified,2015-01-03 00:00:00,debt_consolidation,VA,31.45,660,664,12,1,4383,64.0,2,0,45,0
3744,Paid,0,16000.0,60,17.14,398.85,D4,9,OWN,"(46000.0, 52000.0]",Verified,2015-01-01 00:00:00,credit_card,PA,36.05,,694,19,0,31706,71.9,0,0,27,2
3745,Written off,1,16000.0,36,17.99,578.36,D2,0,MORTGAGE,"(52000.0, 60000.0]",Verified,2016-01-11 00:00:00,debt_consolidation,NY,29.88,690,694,34,0,18305,100.5,1,0,36,1
3746,Paid,0,12000.0,36,6.03,365.23,A1,10,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2014-01-02 00:00:00,credit_card,MI,14.09,725,729,12,0,13047,47.1,4,0,41,0
3747,Paid,0,15000.0,36,9.44,480.08,B1,4,RENT,"(91000.0, 107000.0]",Not Verified,2017-01-11 00:00:00,debt_consolidation,NY,15.36,665,669,8,0,12046,72.0,1,0,31,-1
3748,Paid,0,29000.0,36,11.39,954.79,B3,,MORTGAGE,"(72000.0, 80000.0]",Verified,2017-01-04 00:00:00,debt_consolidation,CA,23.25,,674,12,0,270491,98.0,4,0,23,-1
3749,Written off,1,11475.0,36,16.99,409.06,D3,,OWN,"(32500.0, 40000.0]",Verified,2015-01-03 00:00:00,debt_consolidation,FL,23.74,660,664,9,0,5249,61.0,0,0,35,0
3750,Paid,0,11150.0,36,16.99,397.48,D3,10,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2015-01-12 00:00:00,debt_consolidation,VT,18.46,660,664,8,0,10562,67.7,1,0,47,0
3751,Paid,0,14000.0,36,14.08,479.04,C3,,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2017-01-05 00:00:00,debt_consolidation,VA,12.14,690,694,11,0,9703,52.7,2,0,34,1
3752,Written off,1,8000.0,36,11.39,263.39,B3,10,RENT,"(72000.0, 80000.0]",Source Verified,2017-01-02 00:00:00,debt_consolidation,CA,16.04,,664,10,0,23534,73.1,2,0,27,1
3753,Paid,0,8325.0,36,16.49,294.71,D3,8,RENT,"(40000.0, 46000.0]",Verified,2014-01-11 00:00:00,home_improvement,NJ,19.41,665,669,7,1,1233,18.4,1,0,41,0
3754,Paid,0,2200.0,36,9.17,70.14,B1,6,MORTGAGE,"(107000.0, 133553.0]",Verified,2014-01-10 00:00:00,home_improvement,NC,11.24,745,749,55,0,13338,5.8,2,0,40,-2
3755,Paid,0,20000.0,60,8.18,407.26,B1,1,RENT,"(52000.0, 60000.0]",Not Verified,2015-01-10 00:00:00,credit_card,WI,22.41,710,714,10,0,24941,59.1,0,0,26,1
3756,Paid,0,7950.0,36,15.61,277.98,C4,2,MORTGAGE,"(52000.0, 60000.0]",Verified,2014-01-01 00:00:00,debt_consolidation,NY,11.32,675,679,9,0,6096,57.5,1,0,38,-2
3757,Paid,0,13000.0,36,17.77,468.49,D1,9,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2013-01-05 00:00:00,debt_consolidation,IL,18.0,665,669,12,0,12513,91.3,1,0,33,-1
3758,Paid,0,-14400.0,60,24.5,418.45,F3,10,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2014-01-08 00:00:00,home_improvement,IN,12.65,705,709,8,0,16619,100.7,6,0,27,-1
3759,Paid,0,7500.0,36,6.03,228.27,A1,5,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2014-01-07 00:00:00,credit_card,NJ,5.96,740,744,8,0,7906,29.8,2,0,37,-2
3760,Paid,0,20000.0,36,11.22,656.86,B5,5,RENT,"(91000.0, 107000.0]",Source Verified,2015-01-12 00:00:00,house,FL,12.12,685,689,20,0,17525,71.8,0,0,21,0
3761,Paid,0,10000.0,36,18.06,361.83,D2,7,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2017-01-12 00:00:00,debt_consolidation,VA,16.25,660,664,11,0,9013,76.4,3,0,34,0
3762,Written off,1,35000.0,36,14.46,1204.06,C4,0,MORTGAGE,"(107000.0, 133553.0]",Verified,2016-01-02 00:00:00,home_improvement,OK,13.6,700,704,11,0,13543,43.1,2,0,38,0
3763,Written off,1,15000.0,36,8.67,474.7,B1,8,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2014-01-11 00:00:00,credit_card,OH,34.02,695,699,16,0,22839,66.4,0,0,40,-1
3764,Written off,1,8800.0,36,11.99,292.25,B5,10,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2017-01-05 00:00:00,debt_consolidation,AL,23.81,670,674,22,1,9008,41.7,1,1,31,0
3765,Paid,0,3200.0,36,18.06,115.79,D2,5,RENT,"(6694.0, 32500.0]",Source Verified,2017-01-08 00:00:00,other,KY,21.69,,709,9,0,4258,21.2,0,0,47,-1
3766,Paid,0,9950.0,36,8.9,315.95,A5,3,RENT,"(46000.0, 52000.0]",Not Verified,2013-01-05 00:00:00,debt_consolidation,FL,9.12,695,699,13,0,14008,37.4,0,0,22,-1
3767,Paid,0,16000.0,60,13.35,366.93,C2,2,RENT,"(52000.0, 60000.0]",Source Verified,2014-01-06 00:00:00,credit_card,CA,23.45,690,694,7,0,16276,70.2,0,0,24,2
3768,Paid,0,35000.0,60,20.99,946.68,E5,0,RENT,"(133553.0, 6693021.0]",Verified,2015-01-07 00:00:00,debt_consolidation,FL,20.67,695,699,18,0,54218,77.3,0,0,29,-1
3769,Written off,1,17000.0,60,17.99,431.6,D2,,MORTGAGE,"(107000.0, 133553.0]",Verified,2012-01-06 00:00:00,debt_consolidation,NJ,10.24,705,709,14,0,30696,56.5,7,0,30,-2
3770,Paid,0,10000.0,36,6.92,308.41,A4,0,RENT,"(46000.0, 52000.0]",Source Verified,2015-01-05 00:00:00,credit_card,MA,21.53,,714,13,0,9297,37.0,0,0,52,0
3771,Written off,1,7800.0,36,9.99,251.65,B3,10,MORTGAGE,"(32500.0, 40000.0]",Verified,2015-01-03 00:00:00,debt_consolidation,IL,25.59,685,689,12,0,15568,39.8,4,0,25,0
3772,Paid,0,18000.0,60,7.88,228.99,A5,4,MORTGAGE,"(40000.0, 46000.0]",Not Verified,2010-01-05 00:00:00,wedding,OH,22.77,755,759,16,0,3071,8.7,,0,27,2
3773,Paid,0,6500.0,36,15.31,226.32,C2,10,RENT,"(6694.0, 32500.0]",Not Verified,2013-01-04 00:00:00,debt_consolidation,GA,21.04,715,719,4,0,9694,90.6,0,0,53,0
3774,Paid,0,5000.0,36,9.93,161.18,B2,10,RENT,"(46000.0, 52000.0]",Not Verified,2017-01-06 00:00:00,credit_card,CA,9.1,710,714,11,0,13053,42.9,0,0,30,0
3775,Written off,1,29100.0,60,21.0,787.26,E2,3,MORTGAGE,"(60000.0, 65000.0]",Verified,2012-01-12 00:00:00,debt_consolidation,AL,24.37,685,689,14,0,14392,51.0,1,0,27,0
3776,Paid,0,6525.0,36,14.65,225.08,C5,8,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2015-01-08 00:00:00,home_improvement,FL,23.6,665,669,5,1,2130,76.1,1,1,32,0
3777,Paid,0,15000.0,36,5.32,451.73,A1,10,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2017-01-09 00:00:00,debt_consolidation,CT,9.85,790,794,22,0,37228,15.7,6,0,32,0
3778,Written off,1,9500.0,36,16.55,336.58,D2,10,MORTGAGE,"(40000.0, 46000.0]",Source Verified,2015-01-05 00:00:00,debt_consolidation,GA,20.02,660,664,15,1,10278,84.0,4,1,29,0
3779,Paid,0,7200.0,36,11.39,237.06,B3,3,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2017-01-03 00:00:00,debt_consolidation,KY,17.2,685,689,11,0,8161,51.7,2,0,24,0
3780,Written off,1,5000.0,36,12.05,166.2,C1,5,RENT,"(6694.0, 32500.0]",Source Verified,2015-01-12 00:00:00,debt_consolidation,NY,19.6,720,724,17,0,5041,16.3,0,0,51,1
3781,Paid,0,12000.0,36,8.18,377.04,B1,,RENT,"(65000.0, 72000.0]",Not Verified,2015-01-11 00:00:00,debt_consolidation,VA,31.79,690,694,18,0,22230,47.1,0,0,28,0
3782,Paid,0,-13000.0,36,6.49,398.38,A2,10,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2015-01-01 00:00:00,debt_consolidation,LA,26.29,700,704,11,0,34151,61.5,2,0,27,-1
3783,Paid,0,16000.0,36,13.33,541.65,C3,3,RENT,"(80000.0, 91000.0]",Not Verified,2015-01-03 00:00:00,debt_consolidation,TX,25.58,670,674,11,0,11052,62.4,0,0,37,1
3784,Paid,0,9600.0,36,13.99,328.06,C3,8,RENT,"(80000.0, 91000.0]",Verified,2017-01-02 00:00:00,credit_card,NJ,25.52,675,679,17,0,22613,88.7,0,0,47,-1
3785,Paid,0,8000.0,36,12.29,266.83,C1,8,OWN,"(52000.0, 60000.0]",Not Verified,2015-01-09 00:00:00,home_improvement,WA,19.02,705,709,10,0,9788,45.3,0,0,27,2
3786,Paid,0,-22150.0,36,11.48,730.21,B5,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2016-01-01 00:00:00,credit_card,AZ,15.56,685,689,11,0,4933,31.0,4,0,31,-1
3787,Paid,0,11200.0,36,11.14,367.42,B2,5,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2013-01-05 00:00:00,credit_card,NJ,19.55,700,704,9,0,23116,57.4,2,0,23,0
3788,Paid,0,20000.0,36,6.03,608.72,A1,1,RENT,"(80000.0, 91000.0]",Verified,2013-01-09 00:00:00,major_purchase,KY,9.33,,764,7,0,3724,10.7,0,0,23,0
3789,Paid,0,20000.0,36,10.64,651.37,B2,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2013-01-07 00:00:00,debt_consolidation,AR,5.16,680,684,6,0,14254,76.6,2,0,27,0
3790,Paid,0,10000.0,36,7.26,309.97,A4,3,RENT,"(40000.0, 46000.0]",Source Verified,2015-01-10 00:00:00,credit_card,MT,11.14,720,724,6,0,6058,47.3,1,0,35,1
3791,Written off,1,3000.0,36,14.08,102.65,C3,4,RENT,"(6694.0, 32500.0]",Source Verified,2017-01-09 00:00:00,other,FL,17.53,675,679,7,0,3741,60.3,0,0,35,2
3792,Paid,0,4000.0,36,11.47,131.85,B5,5,RENT,"(6694.0, 32500.0]",Verified,2016-01-06 00:00:00,debt_consolidation,VA,18.47,685,689,15,0,11021,61.2,0,0,43,0
3793,Paid,0,6000.0,36,6.49,183.87,A2,0,MORTGAGE,"(40000.0, 46000.0]",Verified,2014-01-11 00:00:00,major_purchase,NY,16.91,,709,15,0,7038,32.7,2,0,38,0
3794,Paid,0,-15000.0,36,19.42,553.04,D3,7,MORTGAGE,"(72000.0, 80000.0]",Verified,2018-01-05 00:00:00,debt_consolidation,CA,18.14,695,699,12,0,16443,95.0,1,0,47,0
3795,Written off,1,5000.0,36,11.39,164.62,B3,,MORTGAGE,"(6694.0, 32500.0]",Not Verified,2017-01-03 00:00:00,debt_consolidation,MI,18.27,690,694,10,0,4675,28.2,5,0,42,1
3796,Paid,0,3000.0,36,19.99,111.48,E1,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2016-01-04 00:00:00,debt_consolidation,TX,16.2,695,699,9,0,11486,99.9,6,0,22,0
3797,Written off,1,15000.0,36,6.99,463.09,A2,3,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2016-01-08 00:00:00,debt_consolidation,TX,2.62,720,724,14,1,10725,22.7,1,1,39,-1
3798,Paid,0,9000.0,36,7.9,281.62,A4,10,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2012-01-05 00:00:00,home_improvement,SC,23.82,725,729,8,0,27834,88.4,4,0,38,2
3799,Paid,0,10000.0,36,8.18,314.2,B1,3,RENT,"(40000.0, 46000.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,CO,29.04,,734,13,0,8241,27.7,0,0,30,2
3800,Paid,0,6000.0,36,16.2,211.54,C4,10,RENT,"(60000.0, 65000.0]",Verified,2013-01-10 00:00:00,debt_consolidation,CA,9.96,670,674,10,2,5698,45.2,4,2,42,-2
3801,Paid,0,16000.0,36,5.32,481.84,A1,2,RENT,"(72000.0, 80000.0]",Source Verified,2016-01-04 00:00:00,credit_card,TN,16.84,680,684,10,0,30124,54.4,1,0,25,1
3802,Paid,0,12500.0,36,8.39,393.96,B1,10,MORTGAGE,"(40000.0, 46000.0]",Source Verified,2016-01-06 00:00:00,credit_card,OH,21.63,665,669,13,0,12257,53.5,4,0,32,1
3803,Paid,0,7200.0,36,11.55,237.6,B3,1,RENT,"(46000.0, 52000.0]",Not Verified,2013-01-08 00:00:00,credit_card,NY,18.29,690,694,9,0,22211,72.8,0,0,24,2
3804,Paid,0,6600.0,36,6.49,202.26,A2,10,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2015-01-01 00:00:00,debt_consolidation,OH,22.45,740,744,12,0,6183,21.2,2,0,48,2
3805,Paid,0,-7000.0,36,10.75,228.35,B4,,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2016-01-03 00:00:00,debt_consolidation,MD,26.61,700,704,11,0,2922,20.3,2,0,51,1
3806,Paid,0,14400.0,36,8.18,452.45,B1,0,RENT,"(40000.0, 46000.0]",Source Verified,2015-01-09 00:00:00,credit_card,DC,18.97,,674,17,0,21239,61.9,0,0,33,-1
3807,Paid,0,24000.0,36,11.47,791.09,B5,10,RENT,"(107000.0, 133553.0]",Source Verified,2016-01-02 00:00:00,credit_card,SC,22.75,,684,14,1,29389,82.3,5,0,42,-1
3808,Paid,0,14000.0,60,13.98,325.62,C3,10,OWN,"(52000.0, 60000.0]",Source Verified,2014-01-06 00:00:00,credit_card,OR,19.59,685,689,16,1,20939,50.9,3,0,42,0
3809,Paid,0,30000.0,60,17.56,754.65,D1,10,MORTGAGE,"(72000.0, 80000.0]",Verified,2013-01-08 00:00:00,home_improvement,CA,3.28,690,694,4,0,9318,36.3,5,0,22,0
3810,Paid,0,16800.0,36,8.9,533.46,A5,10,MORTGAGE,"(91000.0, 107000.0]",Verified,2013-01-04 00:00:00,debt_consolidation,FL,5.75,705,709,10,0,19346,59.9,4,0,25,2
3811,Written off,1,31000.0,36,19.19,1139.32,E3,5,RENT,"(60000.0, 65000.0]",Verified,2015-01-10 00:00:00,debt_consolidation,NY,4.92,,699,9,0,8305,32.4,0,0,55,1
3812,Paid,0,12075.0,60,25.89,360.75,G3,0,MORTGAGE,"(6694.0, 32500.0]",Source Verified,2015-01-01 00:00:00,debt_consolidation,CA,11.82,660,664,13,0,14688,49.6,1,0,50,-1
3813,Written off,1,9000.0,36,12.39,300.61,C1,2,RENT,"(6694.0, 32500.0]",Source Verified,2015-01-01 00:00:00,debt_consolidation,NV,34.21,675,679,5,0,9073,86.4,0,0,35,0
3814,Paid,0,4900.0,36,11.99,162.73,B5,3,OWN,"(6694.0, 32500.0]",Source Verified,2017-01-08 00:00:00,credit_card,MS,17.48,,709,6,0,12038,82.5,1,0,33,-1
3815,Paid,0,6000.0,36,11.47,197.78,B5,10,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2016-01-03 00:00:00,other,SC,17.04,690,694,11,0,17162,45.5,1,0,23,0
3816,Paid,0,10000.0,36,9.16,318.75,B2,10,RENT,"(52000.0, 60000.0]",Source Verified,2016-01-02 00:00:00,home_improvement,NJ,29.24,700,704,18,0,20241,61.9,0,0,23,-1
3817,Written off,1,12000.0,36,9.17,382.55,B2,3,OWN,"(52000.0, 60000.0]",Verified,2015-01-09 00:00:00,debt_consolidation,MO,24.37,680,684,20,0,21029,79.1,0,0,38,-1
3818,Paid,0,32000.0,60,17.86,810.16,D5,2,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-10 00:00:00,credit_card,NJ,9.72,705,709,13,0,40117,66.6,1,0,40,0
3819,Paid,0,20550.0,36,6.99,634.44,A2,10,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2016-01-07 00:00:00,credit_card,TX,29.31,,724,16,0,49027,54.2,1,0,42,0
3820,Paid,0,10000.0,60,9.99,212.43,B3,5,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2015-01-04 00:00:00,home_improvement,AZ,3.54,695,699,6,1,1025,8.5,2,1,49,0
3821,Paid,0,-14400.0,60,12.74,325.74,C1,10,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2017-01-02 00:00:00,debt_consolidation,SC,26.78,760,764,16,0,12378,16.7,4,0,36,-1
3822,Written off,1,21000.0,36,12.62,703.74,C1,10,RENT,"(133553.0, 6693021.0]",Source Verified,2017-01-06 00:00:00,debt_consolidation,OR,21.45,670,674,13,1,15102,74.0,3,0,31,-1
3823,Paid,0,5975.0,36,15.31,208.04,C5,10,MORTGAGE,"(107000.0, 133553.0]",Source Verified,2016-01-02 00:00:00,car,NJ,12.84,,664,11,3,64215,92.0,3,0,44,0
3824,Paid,0,-1000.0,36,17.99,36.15,D2,2,RENT,"(107000.0, 133553.0]",Verified,2016-01-09 00:00:00,other,VA,19.77,665,669,9,0,7030,30.6,2,0,35,-1
3825,Paid,0,6000.0,36,11.67,198.35,B4,4,RENT,"(32500.0, 40000.0]",Source Verified,2014-01-08 00:00:00,debt_consolidation,MD,15.59,725,729,12,0,6952,25.4,0,0,28,0
3826,Paid,0,6025.0,36,12.74,202.26,C1,10,RENT,"(65000.0, 72000.0]",Source Verified,2016-01-11 00:00:00,debt_consolidation,IL,3.13,665,669,9,0,6033,49.0,0,0,26,0
3827,Paid,0,12800.0,60,16.2,312.64,C4,6,RENT,"(46000.0, 52000.0]",Verified,2013-01-11 00:00:00,debt_consolidation,KS,32.01,,669,7,0,11293,93.3,2,0,21,0
3828,Written off,1,30000.0,36,17.27,1073.62,D2,0,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2016-01-03 00:00:00,home_improvement,CA,25.15,715,719,11,0,13803,33.3,3,0,52,1
3829,Paid,0,6000.0,36,15.05,208.14,C4,2,RENT,"(80000.0, 91000.0]",Source Verified,2017-01-05 00:00:00,debt_consolidation,MN,9.19,660,664,17,0,11743,93.2,0,0,35,-2
3830,Paid,0,15000.0,36,12.29,500.3,C1,10,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2015-01-10 00:00:00,other,NC,19.82,680,684,15,0,7147,44.4,2,0,24,0
3831,Paid,0,2400.0,36,13.98,82.01,C1,1,RENT,"(40000.0, 46000.0]",Verified,2014-01-01 00:00:00,credit_card,CA,10.98,670,674,7,1,6111,70.2,4,1,23,0
3832,Paid,0,17600.0,60,18.25,449.33,D3,8,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2014-01-05 00:00:00,debt_consolidation,AZ,13.85,,694,7,1,6532,54.4,2,1,47,0
3833,Paid,0,6500.0,36,15.8,227.88,C3,10,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2013-01-06 00:00:00,debt_consolidation,NC,16.57,665,669,8,1,5499,57.3,2,1,26,1
3834,Paid,0,-13000.0,36,7.49,404.33,A4,0,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2015-01-12 00:00:00,debt_consolidation,MN,10.77,745,749,14,0,4817,13.7,3,0,32,0
3835,Paid,0,-13000.0,36,6.49,398.38,A2,10,RENT,"(133553.0, 6693021.0]",Source Verified,2016-01-02 00:00:00,credit_card,MA,8.59,705,709,8,0,12830,41.1,0,0,29,0
3836,Paid,0,5000.0,36,7.89,156.43,A5,10,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2015-01-12 00:00:00,home_improvement,WA,27.78,695,699,16,0,13579,55.4,5,0,29,1
3837,Paid,0,4900.0,36,7.26,151.89,A4,3,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2015-01-12 00:00:00,other,IN,14.45,,709,12,0,3478,38.6,3,0,45,-1
3838,Paid,0,10000.0,36,13.11,337.47,B4,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2012-01-03 00:00:00,medical,NM,22.48,,719,9,0,13109,91.0,,0,32,0
3839,Paid,0,15000.0,36,6.62,460.56,A2,5,MORTGAGE,"(60000.0, 65000.0]",Verified,2013-01-01 00:00:00,debt_consolidation,TX,15.12,745,749,14,0,8070,17.3,9,0,28,1
3840,Paid,0,7550.0,36,7.26,234.03,A4,10,MORTGAGE,"(40000.0, 46000.0]",Verified,2015-01-09 00:00:00,credit_card,GA,10.32,690,694,18,0,6789,28.9,3,0,23,0
3841,Paid,0,12000.0,36,10.65,390.88,B2,7,RENT,"(32500.0, 40000.0]",Not Verified,2012-01-01 00:00:00,debt_consolidation,WA,18.66,715,719,8,0,14142,61.8,,0,29,-1
3842,Paid,0,24675.0,36,9.44,789.73,B1,10,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2017-01-10 00:00:00,debt_consolidation,IL,13.25,,789,11,0,3462,7.0,3,0,31,-1
3843,Paid,0,35000.0,60,14.31,820.03,C4,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2014-01-12 00:00:00,debt_consolidation,TX,17.65,,684,13,0,29763,86.0,3,0,26,1
3844,Written off,1,12000.0,36,15.05,416.28,C4,0,RENT,"(46000.0, 52000.0]",Source Verified,2017-01-08 00:00:00,debt_consolidation,MA,13.42,660,664,10,0,6034,36.1,0,0,29,0
